Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
1563,1566,3,2017-01-07,2017-01-25
1566,4171,3,2017-02-15,2017-03-01
1602,1625,4,2017-01-07,2017-01-24
1807,1868,3,2017-01-08,2017-02-07
1818,1837,3,2017-01-08,2017-02-04
1826,1859,3,2017-01-08,2017-02-18
1864,2773,3,2017-01-20,2017-02-27
1878,1883,3,2017-01-08,2017-02-07
1889,3561,3,2017-02-11,2017-02-28
1903,1910,3,2017-01-08,2017-01-14
1905,1966,3,2017-01-08,2017-01-14
1908,1912,3,2017-01-08,2017-01-14
1909,1952,3,2017-01-08,2017-01-14
1910,1969,3,2017-01-08,2017-01-14
1914,1992,5,2017-01-08,2017-02-19
1917,1921,3,2017-01-08,2017-01-14
1918,1986,4,2017-01-08,2017-02-06
1918,2000,3,2017-01-08,2017-01-14
1918,3343,3,2017-02-06,2017-02-27
1921,1946,3,2017-01-08,2017-01-14
1922,1964,3,2017-01-08,2017-01-14
1928,1936,3,2017-01-08,2017-01-14
1930,1935,3,2017-01-08,2017-01-14
1930,1981,3,2017-01-08,2017-01-14
1932,1948,3,2017-01-08,2017-01-14
1937,1962,4,2017-01-08,2017-02-13
1937,1974,4,2017-01-08,2017-02-13
1937,2000,3,2017-01-08,2017-01-14
1939,1967,3,2017-01-08,2017-01-14
1942,1963,3,2017-01-08,2017-01-14
1946,1976,6,2017-01-08,2017-02-27
1953,1996,3,2017-01-08,2017-01-14
1954,1985,3,2017-01-08,2017-01-14
1958,1993,3,2017-01-08,2017-01-14
1970,1986,4,2017-01-08,2017-02-06
1971,1975,4,2017-01-08,2017-02-06
1973,1975,3,2017-01-08,2017-01-14
1978,1988,3,2017-01-08,2017-01-14
2103,2171,3,2017-01-09,2017-01-25
2109,2173,4,2017-01-09,2017-01-17
2110,2160,4,2017-01-09,2017-01-17
2116,2135,4,2017-01-09,2017-01-17
2119,2190,4,2017-01-09,2017-01-17
2127,2170,5,2017-01-09,2017-02-10
2143,2166,3,2017-01-09,2017-01-25
2153,3471,3,2017-01-23,2017-01-31
2173,2189,4,2017-01-09,2017-01-17
2203,2227,3,2017-01-09,2017-01-22
2206,2254,3,2017-01-09,2017-01-28
2208,2284,3,2017-01-09,2017-01-28
2211,2283,3,2017-01-09,2017-01-22
2212,2441,4,2017-02-13,2017-02-26
2213,2265,3,2017-01-09,2017-01-22
2217,2251,3,2017-01-09,2017-01-22
2221,2262,3,2017-01-09,2017-01-28
2225,2260,4,2017-01-09,2017-02-13
2229,4484,3,2017-02-10,2017-02-26
2233,2299,6,2017-01-09,2017-02-17
2233,3518,3,2017-01-22,2017-02-11
2240,4491,3,2017-02-10,2017-02-17
2243,2259,3,2017-01-09,2017-01-22
2247,2300,4,2017-01-09,2017-02-13
2248,2275,3,2017-01-09,2017-01-22
2248,3924,3,2017-02-10,2017-02-26
2250,2257,3,2017-01-09,2017-01-22
2253,2265,3,2017-01-09,2017-01-22
2274,2298,3,2017-01-09,2017-01-22
2281,2291,4,2017-01-09,2017-02-13
2284,3547,4,2017-01-28,2017-02-21
2284,3671,3,2017-02-13,2017-02-21
2303,2335,3,2017-01-09,2017-01-29
2334,3540,4,2017-02-13,2017-02-26
2401,2488,3,2017-01-09,2017-02-22
2406,2413,4,2017-01-09,2017-02-13
2423,2494,3,2017-01-09,2017-02-23
2428,2435,4,2017-01-09,2017-02-27
2441,2496,3,2017-01-09,2017-01-29
2458,2500,3,2017-01-09,2017-01-29
2510,2531,5,2017-01-10,2017-02-03
2528,2560,3,2017-01-10,2017-01-24
2536,2887,3,2017-01-24,2017-02-28
2539,2545,5,2017-01-10,2017-02-03
2603,2666,3,2017-01-10,2017-01-25
2608,3931,3,2017-01-22,2017-02-03
2611,2630,3,2017-01-10,2017-02-23
2620,2678,3,2017-01-10,2017-02-23
2726,2794,3,2017-01-10,2017-01-20
2727,2760,3,2017-01-10,2017-02-15
2743,2894,3,2017-02-02,2017-02-20
2759,4009,4,2017-02-07,2017-03-01
2769,4344,3,2017-02-20,2017-02-25
2783,4309,4,2017-02-07,2017-03-01
2803,2822,5,2017-01-10,2017-02-28
2848,2859,3,2017-01-10,2017-02-12
2867,2941,5,2017-02-04,2017-03-01
2905,4020,3,2017-02-20,2017-02-25
2941,4017,4,2017-02-07,2017-03-01
2968,4002,3,2017-02-07,2017-02-26
2985,3554,3,2017-02-13,2017-02-21
3071,3076,3,2017-01-10,2017-01-22
3116,3173,4,2017-01-11,2017-01-21
3122,3195,5,2017-01-11,2017-01-31
3127,3186,3,2017-01-11,2017-01-17
3141,3178,3,2017-01-11,2017-01-17
3339,3357,3,2017-01-13,2017-02-13
3423,3452,3,2017-01-13,2017-02-19
3423,5170,3,2017-02-17,2017-02-23
3489,3496,3,2017-01-13,2017-02-19
3556,4405,3,2017-02-10,2017-02-17
3739,3742,3,2017-01-19,2017-02-16
3806,4583,3,2017-02-02,2017-02-18
3809,3822,4,2017-01-19,2017-02-27
3846,3877,3,2017-01-19,2017-02-28
3881,4587,3,2017-02-02,2017-02-27
3887,4569,3,2017-02-02,2017-02-27
3940,3978,5,2017-01-19,2017-02-28
4002,4066,4,2017-01-20,2017-02-10
4015,4026,3,2017-01-20,2017-01-29
4032,4377,4,2017-01-31,2017-02-25
4066,4364,5,2017-01-31,2017-03-01
4083,4305,3,2017-01-31,2017-02-10
4304,4327,3,2017-01-24,2017-01-29
4338,4370,4,2017-01-24,2017-02-13
4339,4399,6,2017-01-24,2017-03-01
4342,4369,3,2017-01-24,2017-01-29
4347,4397,4,2017-01-24,2017-02-13
4383,4393,3,2017-01-24,2017-01-29
4420,4429,3,2017-01-29,2017-02-11
4473,4484,3,2017-01-29,2017-02-11
4544,4548,3,2017-01-29,2017-02-15
4607,4632,3,2017-02-02,2017-02-07
4608,4674,3,2017-02-02,2017-02-07
4614,4677,3,2017-02-02,2017-02-07
4617,4620,3,2017-02-02,2017-02-07
4618,4690,4,2017-02-02,2017-02-27
4624,4697,3,2017-02-02,2017-02-26
4645,4700,4,2017-02-02,2017-02-27
4661,4682,3,2017-02-02,2017-02-07
4950,4980,3,2017-02-09,2017-02-28
4977,4980,3,2017-02-09,2017-02-28
5143,5172,3,2017-02-12,2017-02-22
5146,5188,3,2017-02-12,2017-02-19
5310,5399,3,2017-02-13,2017-02-18
5315,5371,3,2017-02-13,2017-02-18
5324,5383,3,2017-02-13,2017-02-27
5333,5370,4,2017-02-13,2017-02-24
5402,5463,3,2017-02-17,2017-03-01
5408,5409,3,2017-02-17,2017-03-01
5423,5495,3,2017-02-17,2017-03-01
5432,5468,3,2017-02-17,2017-03-01
5464,5484,3,2017-02-17,2017-03-01
5471,5499,3,2017-02-17,2017-03-01
5491,5499,3,2017-02-17,2017-03-01
28,95,4,2017-01-01,2017-02-13
92,2689,3,2017-01-25,2017-02-10
130,3502,3,2017-02-13,2017-02-21
147,169,4,2017-01-01,2017-02-27
167,3093,3,2017-01-22,2017-02-15
204,254,3,2017-01-01,2017-01-17
207,279,3,2017-01-01,2017-02-19
218,3413,3,2017-01-23,2017-01-31
229,299,3,2017-01-01,2017-01-17
232,650,3,2017-01-13,2017-01-21
246,263,5,2017-01-01,2017-01-31
248,615,3,2017-01-13,2017-01-24
254,266,4,2017-01-01,2017-02-19
275,3199,3,2017-01-13,2017-01-24
276,624,4,2017-01-13,2017-01-24
292,3490,3,2017-01-23,2017-01-31
293,427,3,2017-01-24,2017-02-03
295,3475,3,2017-01-23,2017-01-31
299,2521,5,2017-01-21,2017-02-28
299,3112,3,2017-01-13,2017-01-21
301,1276,3,2017-01-05,2017-02-28
305,364,5,2017-01-01,2017-01-12
305,726,3,2017-01-04,2017-01-12
308,759,3,2017-01-04,2017-01-12
308,3482,3,2017-02-17,2017-02-27
309,763,3,2017-01-04,2017-01-12
312,361,3,2017-01-01,2017-01-08
324,341,5,2017-01-01,2017-01-12
346,347,3,2017-01-01,2017-01-08
351,358,4,2017-01-01,2017-02-02
351,1034,4,2017-01-04,2017-02-15
354,724,4,2017-01-04,2017-01-17
354,740,4,2017-01-04,2017-01-17
364,382,5,2017-01-01,2017-01-12
364,3421,4,2017-01-17,2017-01-31
365,1018,3,2017-01-03,2017-02-17
366,701,6,2017-01-04,2017-01-29
366,707,3,2017-01-04,2017-01-12
368,774,3,2017-01-04,2017-01-12
376,781,3,2017-01-04,2017-01-12
385,1007,4,2017-01-03,2017-01-12
385,5148,3,2017-02-17,2017-02-27
393,1020,3,2017-01-03,2017-02-26
395,721,3,2017-01-04,2017-01-12
395,1026,4,2017-01-03,2017-01-12
398,416,3,2017-01-10,2017-01-24
425,444,4,2017-01-01,2017-01-30
451,2534,3,2017-01-21,2017-01-31
490,1542,3,2017-01-26,2017-02-28
510,588,3,2017-01-02,2017-01-20
542,592,3,2017-01-02,2017-01-20
563,585,3,2017-01-02,2017-01-20
603,3188,4,2017-01-20,2017-01-31
609,3413,3,2017-01-23,2017-01-31
621,666,3,2017-01-02,2017-01-17
622,628,3,2017-01-02,2017-02-23
627,681,3,2017-01-02,2017-01-17
627,3112,3,2017-01-13,2017-02-01
649,2199,3,2017-01-20,2017-01-29
658,681,4,2017-01-02,2017-01-24
660,3152,5,2017-01-13,2017-02-04
679,3461,3,2017-01-23,2017-01-31
682,1639,3,2017-01-21,2017-01-30
684,1300,4,2017-01-21,2017-02-03
690,746,3,2017-01-23,2017-01-31
702,708,3,2017-01-02,2017-01-08
702,800,3,2017-01-02,2017-01-08
704,773,5,2017-01-02,2017-01-12
712,716,5,2017-01-02,2017-01-12
715,782,4,2017-01-02,2017-02-26
716,778,5,2017-01-02,2017-01-12
720,780,3,2017-01-02,2017-01-08
722,723,4,2017-01-02,2017-02-17
724,3159,3,2017-01-23,2017-01-31
731,764,5,2017-01-02,2017-01-12
741,779,3,2017-01-02,2017-01-08
746,771,8,2017-01-02,2017-01-29
746,3122,3,2017-01-23,2017-01-31
751,759,8,2017-01-02,2017-01-29
752,1002,3,2017-01-04,2017-01-12
759,1026,3,2017-01-04,2017-01-12
760,2152,3,2017-01-23,2017-01-31
761,762,7,2017-01-02,2017-02-19
763,3463,3,2017-01-17,2017-01-29
768,791,7,2017-01-02,2017-02-26
768,1002,3,2017-01-04,2017-01-12
769,775,3,2017-01-02,2017-01-08
771,3421,3,2017-01-17,2017-01-29
774,785,5,2017-01-02,2017-01-12
778,1007,3,2017-01-04,2017-01-12
793,1045,3,2017-01-04,2017-01-12
795,799,5,2017-01-02,2017-01-12
802,819,3,2017-01-02,2017-01-27
812,827,3,2017-01-02,2017-01-27
819,841,3,2017-01-02,2017-01-27
822,888,4,2017-01-02,2017-02-16
823,839,3,2017-01-02,2017-01-27
839,848,5,2017-01-02,2017-02-19
841,870,3,2017-01-02,2017-01-27
841,891,3,2017-01-02,2017-01-27
848,878,3,2017-01-02,2017-01-27
848,879,3,2017-01-02,2017-01-27
850,879,3,2017-01-02,2017-01-27
850,891,3,2017-01-02,2017-01-27
851,888,5,2017-01-02,2017-02-19
851,3717,3,2017-01-27,2017-02-19
859,3775,3,2017-01-27,2017-02-19
889,3486,3,2017-02-17,2017-02-23
905,3046,4,2017-02-04,2017-02-25
910,4398,3,2017-02-20,2017-02-25
913,967,3,2017-01-02,2017-02-04
915,918,3,2017-01-02,2017-02-04
915,1666,5,2017-02-04,2017-03-01
928,4373,4,2017-02-07,2017-03-01
941,2985,3,2017-02-13,2017-02-21
961,2776,3,2017-02-04,2017-02-10
965,970,4,2017-01-02,2017-02-05
968,1378,4,2017-01-24,2017-02-10
972,3540,3,2017-02-13,2017-02-21
988,2335,4,2017-02-13,2017-02-23
988,3537,3,2017-02-13,2017-02-21
988,3624,3,2017-02-13,2017-02-21
993,1315,5,2017-01-25,2017-02-25
994,1444,4,2017-02-04,2017-02-26
994,1484,3,2017-02-04,2017-02-10
994,2759,3,2017-02-04,2017-02-10
1005,1240,5,2017-01-04,2017-02-18
1005,1264,3,2017-01-04,2017-01-24
1009,1230,3,2017-01-05,2017-02-27
1014,3940,3,2017-01-22,2017-02-03
1039,1052,3,2017-01-02,2017-01-08
1056,1100,3,2017-01-02,2017-02-23
1209,4643,3,2017-02-04,2017-02-13
1250,1286,3,2017-01-03,2017-01-10
1251,4696,3,2017-02-04,2017-02-27
1302,1305,3,2017-01-03,2017-02-15
1302,1375,3,2017-01-03,2017-02-15
1323,4090,3,2017-02-07,2017-02-26
1330,2221,4,2017-02-13,2017-02-23
1353,1381,3,2017-01-03,2017-02-15
1427,1816,3,2017-01-20,2017-02-27
1439,1444,5,2017-01-04,2017-02-10
1444,1465,5,2017-01-04,2017-02-10
1464,2783,6,2017-02-02,2017-03-01
1533,1555,3,2017-01-07,2017-02-23
1538,1587,3,2017-01-07,2017-01-22
1576,3104,5,2017-01-26,2017-02-17
1576,4491,3,2017-02-10,2017-02-17
1637,2505,3,2017-01-21,2017-01-30
1659,4633,3,2017-02-04,2017-02-13
1670,2743,3,2017-02-02,2017-02-20
1703,1791,3,2017-01-08,2017-02-10
1805,1807,4,2017-01-08,2017-02-13
1808,1868,4,2017-01-08,2017-02-27
1837,2537,3,2017-02-02,2017-02-20
1842,1877,3,2017-01-08,2017-02-07
1888,2743,3,2017-02-02,2017-02-20
1906,1989,3,2017-01-08,2017-01-14
1911,1980,3,2017-01-08,2017-01-14
1913,1979,4,2017-01-08,2017-02-13
1920,1990,4,2017-01-08,2017-02-13
1925,1951,3,2017-01-08,2017-01-14
1925,1966,3,2017-01-08,2017-01-14
1926,1970,3,2017-01-08,2017-01-14
1928,1974,3,2017-01-08,2017-01-14
1929,1957,3,2017-01-08,2017-01-14
1931,1954,3,2017-01-08,2017-01-14
1933,1981,3,2017-01-08,2017-01-14
1938,1985,3,2017-01-08,2017-01-14
1940,1959,3,2017-01-08,2017-01-14
1940,1963,3,2017-01-08,2017-01-14
1943,1999,3,2017-01-08,2017-01-14
1946,1962,3,2017-01-08,2017-01-14
1952,1994,3,2017-01-08,2017-01-14
1955,1983,3,2017-01-08,2017-01-14
1957,1968,3,2017-01-08,2017-01-14
1958,1989,3,2017-01-08,2017-01-14
1959,1974,3,2017-01-08,2017-01-14
1959,1997,3,2017-01-08,2017-01-14
1966,1973,4,2017-01-08,2017-02-13
1969,1972,3,2017-01-08,2017-01-14
1970,1977,3,2017-01-08,2017-01-14
1977,1979,3,2017-01-08,2017-01-14
1979,1998,3,2017-01-08,2017-01-14
1985,1988,3,2017-01-08,2017-01-14
1993,3161,3,2017-02-06,2017-02-23
2042,2303,3,2017-01-10,2017-02-13
2051,2074,4,2017-01-09,2017-02-27
2101,2157,3,2017-01-09,2017-01-25
2103,2133,3,2017-01-09,2017-01-25
2117,2143,3,2017-01-09,2017-01-25
2161,2172,3,2017-01-09,2017-01-25
2191,2197,3,2017-01-09,2017-01-20
2205,2234,3,2017-01-09,2017-01-22
2205,2253,3,2017-01-09,2017-01-22
2208,2222,3,2017-01-09,2017-01-28
2213,2233,3,2017-01-09,2017-01-22
2220,2229,3,2017-01-09,2017-01-22
2222,2279,6,2017-01-09,2017-02-21
2223,3671,3,2017-02-13,2017-02-21
2233,2253,3,2017-01-09,2017-01-22
2233,2667,3,2017-02-10,2017-02-17
2239,2276,3,2017-01-09,2017-01-28
2246,2554,3,2017-02-10,2017-02-17
2250,2294,3,2017-01-09,2017-01-22
2253,2257,3,2017-01-09,2017-01-22
2273,2467,3,2017-02-13,2017-02-21
2283,2298,3,2017-01-09,2017-01-22
2293,2951,3,2017-02-13,2017-02-21
2298,2699,3,2017-02-10,2017-02-17
2325,2378,3,2017-01-09,2017-01-29
2325,3635,5,2017-01-29,2017-02-23
2335,3537,3,2017-02-13,2017-02-21
2379,2392,3,2017-01-09,2017-02-06
2402,2419,3,2017-01-09,2017-02-06
2422,2494,3,2017-01-09,2017-02-23
2429,2500,4,2017-01-09,2017-02-13
2430,2454,3,2017-01-09,2017-01-29
2436,2438,4,2017-01-09,2017-02-13
2457,2472,3,2017-01-09,2017-02-06
2467,2500,3,2017-01-09,2017-01-29
2509,4696,4,2017-02-04,2017-02-28
2555,2579,3,2017-01-10,2017-02-17
2567,4464,3,2017-02-10,2017-02-26
2570,2586,5,2017-01-10,2017-02-03
2573,4429,3,2017-02-10,2017-02-17
2600,4469,3,2017-02-10,2017-02-17
2607,2645,3,2017-01-10,2017-02-23
2624,2698,3,2017-01-10,2017-01-25
2663,2678,3,2017-01-10,2017-02-23
2935,2977,4,2017-01-10,2017-02-21
2959,4364,4,2017-02-07,2017-03-01
2965,3554,4,2017-02-13,2017-02-26
2965,3563,3,2017-02-13,2017-02-21
3015,3059,3,2017-01-10,2017-01-22
3046,4377,3,2017-02-20,2017-02-25
3059,3078,3,2017-01-10,2017-01-22
3119,3153,4,2017-01-11,2017-02-06
3119,3176,3,2017-01-11,2017-01-17
3151,3471,3,2017-01-23,2017-01-31
3203,3301,3,2017-02-06,2017-02-23
3205,4038,3,2017-02-06,2017-02-27
3209,4043,3,2017-02-06,2017-02-23
3303,3331,3,2017-01-13,2017-02-13
3414,3493,4,2017-01-13,2017-01-29
3504,3579,4,2017-01-15,2017-02-11
3515,3568,3,2017-01-15,2017-02-13
3517,3588,3,2017-01-15,2017-02-13
3528,3588,3,2017-01-15,2017-02-13
3536,3654,4,2017-02-13,2017-02-23
3540,3993,3,2017-02-15,2017-02-26
3558,3581,3,2017-01-15,2017-02-27
3563,3587,3,2017-01-15,2017-02-13
3571,3681,3,2017-02-13,2017-02-21
3577,3671,3,2017-02-13,2017-02-21
3585,3592,3,2017-01-15,2017-02-13
3623,3644,3,2017-01-15,2017-02-27
3668,3686,3,2017-01-15,2017-02-13
3678,3679,5,2017-01-15,2017-02-21
3748,3756,3,2017-01-19,2017-02-16
3756,3761,3,2017-01-19,2017-02-16
3815,4551,3,2017-02-02,2017-02-18
3867,3885,3,2017-01-19,2017-02-14
3932,3945,4,2017-01-19,2017-02-23
4008,4094,3,2017-01-20,2017-01-29
4010,4086,3,2017-01-20,2017-02-20
4023,4043,3,2017-01-20,2017-01-29
4027,4074,3,2017-01-20,2017-01-29
4034,4057,4,2017-01-20,2017-02-23
4044,4364,5,2017-01-31,2017-03-01
4056,4081,4,2017-01-20,2017-02-19
4072,4359,3,2017-01-31,2017-02-23
4075,4339,3,2017-01-31,2017-02-10
4094,4096,3,2017-01-20,2017-01-29
4108,4141,3,2017-01-20,2017-02-10
4209,4226,3,2017-01-22,2017-02-24
4209,4241,3,2017-01-22,2017-02-24
4229,4297,3,2017-01-22,2017-02-24
4254,4261,3,2017-01-22,2017-02-24
4304,4369,3,2017-01-24,2017-01-29
4305,4364,4,2017-01-24,2017-02-10
4308,4365,3,2017-01-24,2017-01-29
4325,4342,3,2017-01-24,2017-01-29
4332,4339,4,2017-01-24,2017-02-10
4337,4352,3,2017-01-24,2017-02-20
4337,4376,3,2017-01-24,2017-02-20
4368,4370,3,2017-01-24,2017-01-29
4372,4381,3,2017-01-24,2017-01-29
4403,4469,4,2017-01-29,2017-02-17
4417,4491,3,2017-01-29,2017-02-11
4423,4493,4,2017-01-29,2017-02-26
4449,4491,3,2017-01-29,2017-02-11
4536,4590,3,2017-01-29,2017-02-15
4539,4588,3,2017-01-29,2017-02-14
4539,4595,3,2017-01-29,2017-02-14
4560,4578,3,2017-01-29,2017-02-28
4608,4656,3,2017-02-02,2017-02-07
4609,4650,3,2017-02-02,2017-02-07
4640,4700,3,2017-02-02,2017-02-07
4645,4674,4,2017-02-02,2017-02-27
4656,4696,5,2017-02-02,2017-02-28
4680,4695,3,2017-02-02,2017-02-07
4911,4941,3,2017-02-09,2017-02-28
4941,4972,3,2017-02-09,2017-02-28
4946,4979,3,2017-02-09,2017-02-28
5001,5066,3,2017-02-12,2017-02-24
5019,5069,3,2017-02-12,2017-02-24
5120,5182,4,2017-02-12,2017-02-23
5182,5198,4,2017-02-12,2017-02-23
5303,5370,3,2017-02-13,2017-02-18
5315,5319,3,2017-02-13,2017-02-18
5350,5369,3,2017-02-13,2017-02-18
5410,5431,3,2017-02-17,2017-03-01
5421,5464,3,2017-02-17,2017-03-01
5431,5439,3,2017-02-17,2017-03-01
5432,5483,3,2017-02-17,2017-03-01
101,165,3,2017-01-01,2017-02-06
126,141,6,2017-01-01,2017-02-21
135,187,3,2017-01-01,2017-01-29
154,1674,3,2017-01-22,2017-02-02
186,190,3,2017-01-01,2017-02-06
205,212,5,2017-01-01,2017-01-24
205,3162,5,2017-01-13,2017-02-03
209,239,3,2017-01-01,2017-01-17
211,670,3,2017-01-13,2017-01-24
212,229,3,2017-01-01,2017-01-17
215,231,3,2017-01-01,2017-01-17
216,284,3,2017-01-01,2017-01-17
218,696,3,2017-01-20,2017-01-29
221,602,3,2017-01-20,2017-01-29
221,3154,3,2017-01-20,2017-01-29
223,242,3,2017-01-01,2017-01-17
227,283,3,2017-01-01,2017-01-17
231,1220,3,2017-01-21,2017-02-02
238,265,3,2017-01-01,2017-02-17
243,248,4,2017-01-01,2017-01-21
264,3141,4,2017-01-13,2017-01-24
266,3169,5,2017-01-13,2017-02-03
274,3132,3,2017-01-13,2017-01-21
289,2183,4,2017-01-20,2017-01-31
299,3940,3,2017-01-26,2017-02-28
305,324,5,2017-01-01,2017-01-12
308,749,4,2017-01-04,2017-02-17
312,367,3,2017-01-01,2017-01-08
314,3904,4,2017-01-22,2017-02-28
320,1003,3,2017-01-03,2017-02-15
322,340,3,2017-01-01,2017-01-22
324,733,4,2017-01-04,2017-01-17
328,374,6,2017-01-01,2017-01-17
330,701,3,2017-01-04,2017-01-12
339,365,3,2017-01-01,2017-01-08
347,372,3,2017-01-01,2017-01-08
354,1095,5,2017-01-03,2017-01-17
362,381,5,2017-01-01,2017-01-12
365,383,4,2017-01-01,2017-02-17
366,3479,3,2017-01-17,2017-01-29
368,704,4,2017-01-04,2017-01-17
369,2699,4,2017-01-13,2017-02-03
374,771,6,2017-01-04,2017-01-29
374,3483,3,2017-01-17,2017-01-29
378,719,4,2017-01-04,2017-02-17
381,1057,4,2017-01-03,2017-01-12
382,1025,5,2017-01-03,2017-02-17
414,459,3,2017-01-01,2017-01-22
440,2674,5,2017-01-26,2017-02-17
522,585,3,2017-01-02,2017-01-20
525,1157,3,2017-01-20,2017-02-10
606,2573,4,2017-01-21,2017-02-03
610,3186,3,2017-01-13,2017-01-21
624,3162,3,2017-01-13,2017-01-24
627,670,3,2017-01-02,2017-01-17
655,3174,3,2017-01-20,2017-01-29
666,3135,3,2017-01-15,2017-02-06
673,3122,3,2017-01-20,2017-01-29
684,3146,5,2017-01-13,2017-02-03
692,2769,3,2017-02-02,2017-02-20
697,3113,3,2017-01-15,2017-02-13
701,2153,3,2017-01-23,2017-01-31
703,1021,3,2017-01-04,2017-01-12
705,706,5,2017-01-02,2017-01-12
715,769,3,2017-01-02,2017-01-08
716,1072,3,2017-01-04,2017-01-12
719,786,6,2017-01-02,2017-02-17
723,783,3,2017-01-02,2017-01-08
724,752,8,2017-01-02,2017-01-29
725,757,3,2017-01-02,2017-01-08
726,773,5,2017-01-02,2017-01-12
727,761,5,2017-01-02,2017-01-12
727,772,5,2017-01-02,2017-01-12
728,742,3,2017-01-02,2017-01-08
728,745,3,2017-01-02,2017-01-08
733,792,6,2017-01-02,2017-01-17
733,1007,3,2017-01-04,2017-01-12
736,742,3,2017-01-02,2017-01-08
737,1044,3,2017-01-04,2017-01-12
738,757,3,2017-01-02,2017-01-08
739,3438,3,2017-01-17,2017-01-29
741,794,3,2017-01-02,2017-01-08
745,748,3,2017-01-02,2017-01-08
746,3195,3,2017-01-23,2017-01-31
748,780,5,2017-01-02,2017-02-25
749,791,5,2017-01-02,2017-01-12
749,1038,3,2017-01-04,2017-01-12
749,5170,3,2017-02-17,2017-02-23
755,3603,3,2017-02-15,2017-02-26
756,775,3,2017-01-02,2017-01-08
762,1023,4,2017-01-04,2017-01-17
764,771,6,2017-01-02,2017-01-17
771,3463,3,2017-01-17,2017-01-29
772,1044,3,2017-01-04,2017-01-12
780,784,3,2017-01-02,2017-01-08
802,862,3,2017-01-02,2017-01-27
827,843,3,2017-01-02,2017-01-27
832,841,3,2017-01-02,2017-01-27
838,848,3,2017-01-02,2017-01-27
843,879,3,2017-01-02,2017-01-27
847,876,5,2017-01-02,2017-02-19
874,5182,3,2017-02-17,2017-02-23
888,894,4,2017-01-02,2017-02-16
903,950,3,2017-01-02,2017-02-15
918,2972,3,2017-01-25,2017-02-20
920,2255,4,2017-02-13,2017-02-23
928,4083,4,2017-02-07,2017-03-01
933,1666,3,2017-02-04,2017-02-10
933,2939,4,2017-01-25,2017-02-10
933,4090,3,2017-02-07,2017-02-26
945,2925,3,2017-01-25,2017-02-20
961,1367,4,2017-01-25,2017-02-10
1001,3461,4,2017-01-17,2017-01-31
1004,1016,3,2017-01-02,2017-02-01
1012,1236,3,2017-01-05,2017-02-23
1014,3974,4,2017-01-22,2017-02-10
1014,4496,3,2017-02-10,2017-02-17
1062,1677,3,2017-01-21,2017-02-02
1080,1085,3,2017-01-02,2017-01-08
1080,1097,3,2017-01-02,2017-01-08
1223,1228,6,2017-01-03,2017-02-03
1248,4002,3,2017-02-07,2017-02-26
1269,1544,4,2017-01-13,2017-02-03
1288,1670,3,2017-02-02,2017-02-20
1298,3532,3,2017-02-10,2017-02-17
1300,2600,4,2017-01-21,2017-02-03
1310,1377,3,2017-01-03,2017-02-04
1310,2939,4,2017-01-25,2017-02-10
1315,3046,4,2017-02-04,2017-02-25
1316,1387,3,2017-01-03,2017-02-15
1322,1377,3,2017-01-03,2017-02-04
1330,2932,4,2017-02-13,2017-02-23
1332,4331,3,2017-02-20,2017-02-25
1367,2789,3,2017-02-04,2017-02-10
1377,2752,3,2017-02-04,2017-02-23
1423,1823,3,2017-01-20,2017-02-13
1432,1482,5,2017-01-04,2017-02-10
1442,2767,3,2017-01-20,2017-02-27
1452,1883,3,2017-01-20,2017-02-13
1456,2774,3,2017-01-20,2017-02-13
1468,1488,3,2017-01-04,2017-01-20
1503,2681,4,2017-01-13,2017-02-03
1524,1556,3,2017-01-07,2017-02-21
1539,1544,3,2017-01-07,2017-01-22
1542,1544,5,2017-01-07,2017-02-03
1553,2663,4,2017-01-13,2017-02-23
1576,2233,3,2017-02-10,2017-02-17
1601,1623,3,2017-01-07,2017-02-01
1602,2329,3,2017-01-22,2017-02-02
1652,2862,3,2017-01-22,2017-02-02
1827,1897,4,2017-01-08,2017-02-13
1842,2793,4,2017-01-20,2017-02-28
1878,1897,3,2017-01-08,2017-02-07
1901,1917,3,2017-01-08,2017-01-14
1907,1998,3,2017-01-08,2017-01-14
1913,1928,3,2017-01-08,2017-01-14
1917,1934,3,2017-01-08,2017-01-14
1918,1958,3,2017-01-08,2017-01-14
1918,1983,3,2017-01-08,2017-01-14
1918,3321,3,2017-02-06,2017-02-27
1919,1992,3,2017-01-08,2017-01-14
1922,1992,3,2017-01-08,2017-01-14
1924,1934,3,2017-01-08,2017-01-14
1930,1967,3,2017-01-08,2017-01-14
1931,1986,3,2017-01-08,2017-01-14
1931,1999,3,2017-01-08,2017-01-14
1932,1999,3,2017-01-08,2017-01-14
1945,1979,4,2017-01-08,2017-02-13
1953,1987,3,2017-01-08,2017-01-14
1961,1974,3,2017-01-08,2017-01-14
1963,1985,3,2017-01-08,2017-01-14
1972,2000,3,2017-01-08,2017-01-14
1973,1985,3,2017-01-08,2017-01-14
1985,1986,3,2017-01-08,2017-01-14
2108,2157,3,2017-01-09,2017-01-25
2109,2181,5,2017-01-09,2017-02-06
2109,3108,3,2017-01-15,2017-02-06
2110,2115,4,2017-01-09,2017-01-17
2114,2116,4,2017-01-09,2017-01-17
2123,2191,3,2017-01-09,2017-01-20
2138,3106,3,2017-01-25,2017-02-10
2141,2189,4,2017-01-09,2017-01-17
